contents,category
  中国央行行长易纲：下一步，人民银行将加大货币政策创新力度，提高金融支持针对性和精准度。（新华社）,银行
  【央行取消信用卡透支利率上下限区间管理】记者从银行业内获悉，央行近期下发《中国人民银行关于推进信用卡透支利率市场化改革的通知》，自2021年1月1日起，信用卡透支利率由发卡机构与持卡人自主协商确定，取消信用卡透支利率上限和下限管理。（每经网）,银行
【美国场外交易市场宣布“摘牌”多家中企】援引特朗普政府发布的投资禁令，又有一些金融市场机构8日宣称对中国企业采取行动。据路透社8日报道，美国场外交易市场（OTC Markets）7日宣布加入限制在美上市中国公司的阵营，禁止12只中国证券在该平台交易。此外，全球几家主要指数编制公司富时罗素和明晟等，也先后表示将把中国企业从其相关的指数中剔除出去。 报道称，OTC Markets从周四起停止中国铁建和中芯国际等9只证券的报价和交易，从1月11日起再禁止另外三家中国企业的证券交易。OTC Markets表示，将根据美国财政部外国资产控制办公室的指导意见，继续评估是否需要从平台上移除更多中国公司。（环球网）,银行
  一位接近沪深证券交易所的人士向记者表示，全市场推行注册制的条件逐步具备，2021年全国两会后全面推行注册制或可期。（国际金融报）,银行
【中信证券：白酒板块仍有上行空间 建议继续紧抱龙头】中信证券1月11日发布研报指出，预计白酒板块仍有上行空间，建议继续紧抱白酒龙头。首推贵州茅台、五粮液、泸州老窖、山西汾酒；推荐酒鬼酒、今世缘、洋河股份、古井贡酒、水井坊。中信证券表示，预期本周开始各家酒企将加速迎战春节旺季，1月20-25日前基本完成渠道打款&备货。在疫情整体可控背景下，预计春节前白酒消费景气与去年相当、春节后有明显改善，2021年春节旺季白酒消费具备弹性。,白酒
【瑞银2021中国股票市场展望：低配金融、互联网】瑞银中国策略主管刘鸣镝在展望2021中国股票市场表示，在行业配置方面，最低配的行业为金融，其次为互联网。,银行
【瑞银：乐观预期沪深300在2021年涨幅为13%】瑞银中国策略主管刘鸣镝表示，乐观预期沪深300在2021年涨幅为13%，恒生指数为9%。她谈到，去年三季度经济增长见底，伴随着货币政策正常化，预计我国今年GDP增长达8.2%。居民家庭或提高对股票、基金、保险的配置，龙头股投资仍然非常重要，且具有可操作性。,银行
在受访公募人士看来，新能源汽车赛道虽然目前估值不低，但因为行业高景气度较为确定，2021年依然存在较好的投资机会。（证券时报）,银行
【今日财经日历大事件提醒】经济数据关注：①07:50 日本11月经常项目余额；②16:00 （以实际公布时间为准）中国12月货币供应量M0同比、M1同比、M2同比（预估10.7%，前值10.7%）、中国12月新增人民币贷款（预估12500亿元，前值14300亿元）、中国12月社会融资规模增量（预估21850亿元，前值21343亿元）；③23:00 美国11月JOLTS职位空缺数。全球央行和政府动态关注：①18:00 英国央行副行长Broadbent讲话；②22:35 美联储理事Brainard讲话；③13日01:20 欧洲央行管委、西班牙央行行长Hernandez de Cos讲话；④13日02:00 美国堪萨斯城联储行长George讲话；⑤13日03:00 美国波士顿联储行长Rosengren讲话。,银行
【白酒股再度走强 贵州茅台刷新历史新高】白酒股持续走强，贵州茅台涨超2.7%，股价刷新历史新高，市值再超2.7万亿元。酒鬼酒涨超5%再创新高。,白酒
【午评：三大指数低开高走创指涨1.1% 钛白粉板块活跃】两市股指下探回升，创业板指早盘一度跌逾1%。临近午盘，三大指数震荡上行，创业板涨逾1%，个股涨多跌少，赚钱效应一般。盘面上，钛白粉板块大涨，券商板块由弱走强，白酒板块再度上行，贵州茅台股价刷新历史新高。盘面上，钛白粉、国防军工、造纸板块涨幅居前，云游戏、石油板块跌幅居前。,白酒
央行上海总部召开2021年上海货币信贷工作会议，会议强调，发挥好各类结构性货币政策工具精准滴灌作用，推动上海地区信贷结构优化调整，持续加大对科技创新、小微企业和绿色发展等重点领域信贷支持。稳妥实施好房地产贷款集中度管理要求，合理控制房地产贷款规模。,银行
【中证报头版评论：“涓涓细流”稳预期，MLF操作有看头】中国人民银行最新披露的2020年12月金融数据，进一步确认信用扩张最快阶段已过，货币金融政策“稳”字当头。分析人士认为，近期流动性充裕，但央行没有直接暂停逆回购操作，而是连续以50亿元的规模象征性地开展操作，凸显“稳”的主基调。在春节前，央行有望保持积极“补水”的态势，本周中期借贷便利（MLF）操作规模值得关注。在逆向调控框架下，央行投放的资金少，恰恰说明市场上的资金多，对央行供应流动性的需求小。,银行
【北上资金净流入27.12亿 TCL科技净买入14.75亿】北上资金今日净流入27.12亿。ＴＣＬ科技净买入14.75亿，中国平安净买入4.35亿，美的集团净买入4.09亿，招商银行净买入2.89亿。,银行
【22家上市房企提供融资担保超千亿元】研究中心报告显示，随着资金压力大增，各大房企积极探寻高效的融资方式，缓解资金压力。2020年11月以来，22家上市房企提供担保事件累计达185次，总额超过1000亿元。报告显示，自2020年11月至2021年1月初，中南建设担保40次，涉及金额203.8亿元；泰禾集团担保4次，涉及金额190.4亿元；阳光城担保19次，涉及169亿元；金科股份担保24次，涉及金额81亿元；蓝光发展担保22次，涉及金额63.3亿元。（经参）,房地产开发
  白酒股走弱，酒鬼酒大跌8%，老白干酒跌超7%，金种子酒、口子窖等个股均跌逾6%。,白酒
【午评：三大指数下探回升沪指跌0.29% 科技题材大涨】三大指数早盘表现弱势，创业板指、深成指双双跌超2%。板块方面，中字头股票再度大涨，造纸板块异动，军工、白酒板块领跌，前期抱团强势股开始回调，个股跌多涨少，资金观望情绪浓厚，赚钱效应一般。临近午盘，两市探底回升，创业板一度翻红，沪指涨幅明显收窄。科技板块率先回暖，券商板块也有发力，个股涨多跌少，赚钱效应有所好转。从盘面上看，光刻胶、半导体、软件板块涨幅居前，白酒、军工、煤炭板块跌幅居前。,白酒
  世界黄金协会发布2021年黄金市场展望：我们认为黄金投资仍将得到良好的支持，而黄金消费则应受益于新生的经济复苏，这在新兴市场将更为显著。,银行
【收评：三大指数回落走低沪指跌0.91% 半导体板块领涨】三大指数早盘表现弱势，创业板指、深成指双双跌超2%，板块方面，军工、白酒板块领跌，前期抱团强势股开始回调。临近午盘，两市探底回升，创业板一度翻红，沪指涨幅明显收窄，科技板块率先回暖，券商板块也有发力。午后三大指数震荡下行，沪指一度跌逾1%，黄白线背离幅度加大，市场风格转换，小盘股表现强势，沪深两市成交额连续九日突破一万亿元，个股涨多跌少，赚钱效应一般。板块方面，半导体板块持续拉升，数字货币板块异动，汽车整车板块走弱。盘面上，光刻胶、高铁板块涨幅居前，白酒、种植业跌幅居前。,白酒
  中国投资者通过港股通今日净买入146.3亿港元（折合18.88亿美元）香港股票，为连续17个交易日净买入，也是自2021年１月11日以来最高净买入。,银行
【央行开展5000亿元中期借贷便利（MLF）操作】央行消息，为维护银行体系流动性合理充裕，2021年1月15日人民银行开展5000亿元中期借贷便利（MLF）操作（含对1月15日MLF到期和1月25日TMLF到期的续做）和20亿元逆回购操作。其中，MLF操作期限1年，中标利率2.95%。逆回购操作期限7天，中标利率2.20%。,银行
【午评：三大指数表现弱势沪指跌0.5% 注册制次新股大涨】三大指数开盘涨跌不一，开盘后深成指、创指快速翻红，板块方面，银行板块高开，有色板块异动；而后三大指数震荡下行，创指一度跌逾1%，黄白线背离幅度加大，市场分化明显，板块方面，煤炭板块异动拉升，白酒板块继续走弱；临近午盘，三大指数全线翻绿，深成指跌近1.5%，创指跌逾1.5%，注册制次新股板块持续走高，银行板块继续拉升，个股涨多跌少，赚钱效应一般。盘面上，注册制次新股、银行板块涨幅居前，白酒、半导体板块跌幅居前。,白酒
【午评：三大指数表现弱势沪指跌0.5% 注册制次新股大涨】三大指数开盘涨跌不一，开盘后深成指、创指快速翻红，板块方面，银行板块高开，有色板块异动；而后三大指数震荡下行，创指一度跌逾1%，黄白线背离幅度加大，市场分化明显，板块方面，煤炭板块异动拉升，白酒板块继续走弱；临近午盘，三大指数全线翻绿，深成指跌近1.5%，创指跌逾1.5%，注册制次新股板块持续走高，银行板块继续拉升，个股涨多跌少，赚钱效应一般。盘面上，注册制次新股、银行板块涨幅居前，白酒、半导体板块跌幅居前。,银行
